cls,agent_utterance
4, それでは少し「ドラマ」の話をしましょう！
4, なるほど、それは面白そうですね。
4, そうですか、なかなかですね。
4, なるほど，では私もチェックしておきますね！
4, ここに来るまで迷いませんでしたか・・
4, わたしも実際に、演奏をきいてみたいものです。
4, とても楽しそうですね。
4, そうなんですか．
4, なるほど、それは面白そうですね！私も観てみたいです！
4, なるほど、そうなんですね。
4, それは面白そうですね。
4, なるほど、それは素晴らしい経験ですね。
4, はい、そうです。
4, 「エスエヌエス」のともだちと実際に、会ったことはありますか・・
4, もう少し詳しく教えてください。
4, 具体的にどういう味か、教えてください。
4, すみません，その質問にはお答えできかねます．
4, そうなんですね。
4, すごいですね！
4, それでは少し「ゲーム」について話しましょう
4, そうですね、わかります。
4, それでは少し「音楽」について話しましょう！
4, なるほど、それは美味しそうですね・・
4, それは、美味しそうですね。
4, そうですね。
5, ショッピングで「アマゾン」などはよく利用しますか？
5, 競技はなにをご覧になりますか？
5, 健康のため、とか、リフレッシュするため、とかですか？
5, おすすめの便利なきのうとかはありますか？
5, それは「最近」食べられたんですか？
5, 旅行にはよく行かれますか？
5, そのきょくのどういうところが好きなんですか？
5, コンサートとかには行きますか？
5, オリンピックは今までに見たことはありますか？
5, 映画では洋画，邦画，それ以外のどれが好きですか？
5, さいきんドラマは見ましたか？
5, 具体的に教えてもらっていいですか？
5, ほかにたいへんだったことはありますか？
5, ぐちを聞いてほしいとき、とか、夢を語りたいとき、とかどんな時ですか？
5, 最近見た映画はありますか？
5, ほかにエピソードはありますか？
5, 一番好きなシーンなどはありますか？
5, その旅先で何が一番楽しかったですか？
5, おすすめの歌手やきょくってありますか？
5, ほかには、ありますか？
5, 具体的には教えてもらえますか？
5, 使い心地はどうですか？
5, それは一体どういった内容なんですか？
5, 今までいった「旅行」で特におすすめの場所はありますか？
5, お子さんとはよく公園で遊びますか？
5, それはなんですか？
5, 最近音楽は聞きましたか？
5, 具体的にどういったものを買いますか？
5, グーグルホームのようなスピーカーを使って、家事を効率化させたいとは思いますか？
5, 旅行はどこに行ったことがありますか？
5, カラオケで歌ったりするのですか？
5, からい食べものとはどんな食べものが好きですか？
5, なるほど、普段はどこでスイーツを買いますか？
5, カラオケは好きですか？
5, 洋楽が好きなんですか。おすすめの歌手やきょくってありますか？
5, 好きなスポーツはなんですか？
5, 具体的には何ですか？
5, 具体的にはどういったものですか？
5, きょうはここまでなにで来られましたか？乗り物は乗りましたか？
5, 具体的に教えてください？
5, 旅行に行くときはなにか目的はありますか？
5, おすすめの映画ってありますか？
5, 「温泉」などリフレッシュするためにいきますか？
5, おすすめの曲はありますか？
5, それのどういったところが好きなんですか？
5, さいきん旅行には行きましたか？
5, 具体的になんのために利用していますか？
5, クラシックが好きなんですか。おすすめの作曲者やきょくってありますか？
5, 洋画が好きなんですか，おすすめの洋画ってありますか？
5, 「映画館」か「テレビ」かどちらでよく映画をみますか？
5, すみません。なにか言いかけましたか？
5, では，もう一度見たい映画はありますか？
5, 最近映画は見ましたか？
5, 邦楽が好きなんですか。おすすめの歌手やきょくってありますか？
5, ドラマはよく見る方ですか？
5, その歌手のどういうところが好きなんですか？
5, スポーツをする目的は何ですか？
5, どんなスポーツをされましたか？
5, どんなところに行きますか？和食ですか洋食ですか？
5, その時、どんなことをしたのですか？
5, 時間はどのくらいかかりましたか？
5, お友達とランチに行ったりしますか？
5, ほかには何か面白いことはありましたか？
5, 何をして遊ぶことが多いですか？
5, ゲームはよくする方なんですか？
5, おすすめの漫画ってありますか？
5, なにかおすすめのスポーツ観戦はありますか？
5, なるほど、その中でもおすすめのスイーツはありますか？
5, そのほか健康のために、気をつけていることはありますか？
5, そのほかにおすすめのものはありますか？
6, 大学の中でも、たてものが奥にあるので、みなさん来るのが「たいへん」でしたとよく言われます・・
6, そうなんですね。新しい知識が増えました。私も一度聞いてみたいと思います！
6, 家で過ごすとき、ゲームをしたり映画を見たり、本やマンガを読んだり、何をして過ごしますか？
6, 最近、お子さんの学校のピーティーエーはたいへんと聞きますが、参加されたことはありますか？
6, 私の友人はあんこ系が好きだそうです。あずきときなこは、体や肌にいいそうで、よく食べてるそうです・・
6, 先日、旅行にいったしりあいが、サグラダファミリア教会は「見ると感動する」と言っていました。そのほかグエル公園なども人気で、ほかには美術館もたくさんあって、「ピカソ」や「ミロ」もあるそうです・・
6, 私の知りあいの人はおつまみが好きで、さきいかにマヨネーズと七味をつけて食べるのが好きだそうです。おつまみは食べますか？
6, 私の知りあいは、本当は映画館でみたいそうですが、いつもテレビの放送ですませてしまうと言っていました・・
6, 私の知り合いは、子供と公園で遊ぶと、つぎの日は筋肉痛になるといっていました。
6, 散歩とかエサの心配とかしなくていいので、居てくれるだけで、「安心する」という人もいるようです。
6, はじめまして・・私の名前は「メイ」です。「対話の実験」の手伝いをしています。今日はよろしくお願いします。
6, ちょっと特別なスイーツを買うときは近くのお店とか「デパートの地下」とか、利用しますか？
6, 私の知りあいはマリオテニスを試してみたそうです！あんがい体も動かせて楽しかったと言っていました。よろしければ、今度ためしてみてください！	
6, 子供から大人まで最近はスイッチというゲーム機でゲームをするのが流行っているみたいですね。
6, そのほか「スローテンポ」のきょくで、ボサノバとか、カフェでかかっているような音楽をかけてリラックスするひともいると聞きましたが、リラックスするために聞く、きょくとかはありますか？
6, それでは最後の質問です。近い将来、私のような会話用の「エーアイ」を利用するとしたら、どんな時に利用しますか？
6, 1964年以来56年ぶりの日本でのオリンピック開催で，たくさんの競技が行われるのでいってみたいものですね！
7, 健康のため、とか、リフレッシュするため、とかですか？
7, それは「最近」食べられたんですか？
7, そのきょくのどういうところが好きなんですか？
7, 日本で開催されるオリンピックを、見にいく予定はありますか？
7, ほかにエピソードはありますか？
7, 最近見た映画はありますか？
7, カラオケでよくなにをうたうのですか？
7, 「エスエヌエス」を利用して、何か面白かったことはありますか・・
7, 邦画が好きなんですか，おすすめの邦画ってありますか？
7, どこで食べられたんですか・・
7, それは一体どういった内容なんですか？
7, その本のどういったところが好きなんですか？
7, 学生時代、たいへんだった体験はありますか？
7, もう少し詳しく教えていただいていいですか。
7, これは「おすすめ」というものはありますか？
7, 具体的にどういったものを買いますか？
7, がっきを演奏するのですか？
7, すごい！面白い体験をされましたね!
7, そのドラマのどういったところが好きなんですか？
7, そのゲームのどんなところが好きなんですか？
7, その旅先で何かハプニングはありましたか!
7, 子供から大人まで最近はスイッチというゲーム機でゲームをするのが流行っているみたいですね。
7, それは面白い体験ですね！
7, 洋楽が好きなんですか。おすすめの歌手やきょくってありますか？
7, カラオケに行くときはお友達と行きますか？
7, 具体的には何ですか？
7, 具体的にはどういったものですか？
7, 楽しそうですね！
7, 次に「お休みの日の過ごし方」についてお話ししましょう！
7, なるほど、そういうふうに利用されているのですね。
7, 洋画が好きなんですか，おすすめの洋画ってありますか？
7, いいですね，とても興味深いです！
7, そのドラマはどんな内容なんですか？
7, それでは少し「ドラマ」の話をしましょう！
7, なるほど、それは面白そうですね。
7, これから本番の収録を開始します。
7, なるほど、そうなんですね。
7, 邦楽が好きなんですか。おすすめの歌手やきょくってありますか？
7, それは面白そうですね。
7, スポーツをする目的は何ですか？
7, なるほど、そうなんですね・・
7, なるほど、それは素晴らしい経験ですね。
7, なにかおすすめのスポーツ観戦はありますか？
7, その時、どんなことをしたのですか？
7, もう少し詳しく教えてください。
7, いいですね。テレビ観戦も楽しそうですね！
7, そうなんですね。
7, 「エスエヌエス」を利用していてハプニングにあったことはありますか？
7, ゲームはよくする方なんですか？
7, ほかには何か面白いことはありましたか？
7, そうですか。そのスポーツはテレビで鑑賞はされますか・・
7, それは、美味しそうですね。
7, そのほかにおすすめのものはありますか？
8, ショッピングで「アマゾン」などはよく利用しますか？
8, 健康のため、とか、リフレッシュするため、とかですか？
8, コンサートとかには行きますか？
8, そのきょくのどういうところが好きなんですか？
8, これからの季節は暖かくなるので、散歩などは気持ちがいいですよね。
8, それは「最近」食べられたんですか？
8, 日本で開催されるオリンピックを、見にいく予定はありますか？
8, そのほかで、おすすめのものはありますか？あったら教えてください．
8, 映画では洋画，邦画，それ以外のどれが好きですか？
8, オリンピックは今までに見たことはありますか？
8, ほかにたいへんだったことはありますか？
8, 具体的に教えてもらっていいですか？
8, ぐちを聞いてほしいとき、とか、夢を語りたいとき、とかどんな時ですか？
8, 最近見た映画はありますか？
8, 最近、学校にはいきましたか？
8, 休日は家で過ごすほうが多いですか？外出することが多いですか？
8, 代表的なものにスプラトゥーンやカービィ、マリオのゲームなどありますが、遊んだことはありますか？
8, ちょっと特別なスイーツを買うときは近くのお店とか「デパートの地下」とか、利用しますか？
8, その旅先で何が一番楽しかったですか？
8, 「エスエヌエス」を利用して、何か面白かったことはありますか・・
8, 本を買うときは本屋さんにいきますか？それともウェブで「ダウンロード」しますか？
8, 甘いものと、からいものどちらがお好きですか？
8, 邦画が好きなんですか，おすすめの邦画ってありますか？
8, 今までいった「旅行」で特におすすめの場所はありますか？
8, 最近、お子さんの学校のピーティーエーはたいへんと聞きますが、参加されたことはありますか？
8, お子さんとはよく公園で遊びますか？
8, 最近スポーツはしましたか？
8, 人工知能を搭載した、アイボのようなロボットに興味はありますか？
8, 学生時代、たいへんだった体験はありますか？
8, 具体的にどういったものを買いますか？
8, 学生時代、一番楽しかった学年はありますか？
8, たとえば、たてものをみる、とか美術館にいく、とか、おいしいものをたべるとか・・
8, 旅行はどこに行ったことがありますか？
8, グーグルホームのようなスピーカーを使って、家事を効率化させたいとは思いますか？
8, その作曲者のどういうところが好きなんですか？
8, からい食べものとはどんな食べものが好きですか？
8, 健康番組、とかトーク番組とか見られますか？
8, 運動会や、学芸会などのイベントで面白かった体験はありますか？
8, なるほど、普段はどこでスイーツを買いますか？
8, カラオケに行くときはお友達と行きますか？
8, カラオケは好きですか？
8, 旅行に行くときはなにか目的はありますか？
8, 2020年には、オリンピックが日本で開催されるようですね。ご存じですか？
8, 「温泉」などリフレッシュするためにいきますか？
8, そのほかにおすすめのものはありますか？
8, おすすめの曲はありますか？
8, 家で過ごすとき、ゲームをしたり映画を見たり、本やマンガを読んだり、何をして過ごしますか？
8, 今までの体験の中で、そのほか、楽しかったことはありますか？
8, おすすめの映画ってありますか？
8, さいきん旅行には行きましたか？
8, 具体的になんのために利用していますか？
8, クラシックが好きなんですか。おすすめの作曲者やきょくってありますか？
8, 私の友人はあんこ系が好きだそうです。あずきときなこは、体や肌にいいそうで、よく食べてるそうです・・
8, 洋画が好きなんですか，おすすめの洋画ってありますか？
8, 「映画館」か「テレビ」かどちらでよく映画をみますか？
8, そのドラマはどんな内容なんですか？
8, では、やったことのあるゲームの中で、もう一度やりたいものはありますか？
8, すみません。なにか言いかけましたか？
8, では，もう一度見たい映画はありますか？
8, 数年前からスペインの「バルセロナ」は人気の観光スポットですが、ご存知ですか？
8, 聞くとしたら、邦楽，洋楽，クラシックなどどんなジャンルを聞きますか？
8, 家事はひとりでぜんぶしますか？家族は協力してくれたりしますか？
8, 邦楽が好きなんですか。おすすめの歌手やきょくってありますか？
8, その歌手のどういうところが好きなんですか？
8, 甘いものでしたらチョコレートやケーキといった、どのジャンルのものを好んで食べますか？
8, さいきんは「エスエヌエス」をして、過ごすひともいると聞きますが、「エスエヌエス」はなにか利用しますか？
8, それ以外が好きなんですか，どんなジャンルの映画が好きなんですか？
8, そうですか。テレビでの観戦はなされるんですか？
8, どんなところに行きますか？和食ですか洋食ですか？
8, その時、どんなことをしたのですか？
8, 人工知能を搭載した、ルンバのような家電を使ったことはありますか？
8, お友達とランチに行ったりしますか？
8, 見たことのあるものの中で一番好きなものはなんですか？
8, ほかには何か面白いことはありましたか？
8, 「エスエヌエス」を利用していてハプニングにあったことはありますか？
8, そうですか。そのスポーツはテレビでの観戦はなされるんですか？
8, なにかおすすめのスポーツ観戦はありますか？
8, なるほど、その中でもおすすめのスイーツはありますか？
8, そのほか健康のために、気をつけていることはありますか？
8, ほかにエピソードはありますか？
9, ショッピングで「アマゾン」などはよく利用しますか？
9, 健康のため、とか、リフレッシュするため、とかですか？
9, そうですか、とても美味しそうですね・・
9, なるほど、健康的で、ステキですね・・
9, そのきょくのどういうところが好きなんですか？
9, 日本で開催されるオリンピックを、見にいく予定はありますか？
9, オリンピックは今までに見たことはありますか？
9, そうなんですか．それでは一度独自で調べてみたいと思います．
9, そうなんですね．新しい知識が増えました！ありがとうございます！
9, 代表的なものにスプラトゥーンやカービィ、マリオのゲームなどありますが、遊んだことはありますか？
9, なるほど、それはリラックスできますね。
9, あまり見ないんですね。では、今までに見た中で一番好きなドラマはありますか？
9, その本のどういったところが好きなんですか？
9, それはご活躍されたんですね・・
9, たのしそうですね。
9, 貴重な体験をされましたね・・
9, そうなんですか．私も独自に調べてみますね．
9, もう少し詳しく教えていただいていいですか。
9, 楽器を演奏するのですか？
9, それは楽しい時間でしたね！
9, そのドラマのどういったところが好きなんですか？
9, その旅先で何かハプニングはありましたか!
9, するのが好きなんですね．最近はどちらでそのスポーツを楽しみましたか？
9, 公園は近くにありますか？それとも自転車に乗って行かないと行けないですか？
9, カラオケに行くときはお友達と行きますか？
9, なるほど、そういうふうに利用されているのですね。
9, おすすめの映画ってありますか？
9, 携帯ゲームかテレビゲームならどちらをしますか？
9, 最近本は読みましたか？
9, そとで過ごすときはスポーツをしたりしますか・・
9, 好きなゲームやおすすめのゲームってありますか？
9, どういったところが好きなんですか？
9, そうなんですね，新しい知識が増えました，今度知りあいにもすすめてみたいと思います！
9, よく見るんですか！いいですね。今期おすすめのドラマはありますか
9, そのドラマはどんな内容なんですか？
9, それはたいへんでしたね。
9, なるほど、それは面白そうですね。
9, とても楽しそうですね。
9, 家事はひとりでぜんぶしますか？家族は協力してくれたりしますか？
9, なるほど、そうなんですね。
9, なるほど、そうなんですね・・
9, それは面白そうですね。
9, スポーツをする目的は何ですか？
9, そうですか，いいものが見つかるといいですね．
9, 本はよく読む方ですか？
9, その歌手のどういうところが好きなんですか？
9, いつもはどんなジャンルのゲームをするんですか？
9, なるほど、それは素晴らしい経験ですね。
9, そうですか。テレビでの観戦はなされるんですか？
9, 具体的にどういう味か、教えてください。
9, 「エスエヌエス」を利用していてハプニングにあったことはありますか？
9, そうなんですね。
9, なるほど、それは美味しそうですね・・
9, ゲームはよくする方なんですか？
9, がっきは何を演奏するのですか。
9, 最近ハマっているゲームはありますか？
9, それは、美味しそうですね。
9, たくさんおしゃべりをすると、楽しくて、ストレスが発散できるようですね。
