name,theme_index,agent_utterance
1902F2002_017,10, お友達とランチに行ったりしますか？
1902F3002_015,8, お友達とランチに行ったりしますか？
1902F6002_014,7, お友達とランチに行ったりしますか？
1902F7002_017,10, お友達とランチに行ったりしますか？
1902F7003_016,8, お友達とランチに行ったりしますか？
1902M5002_016,8, お友達とランチに行ったりしますか？
1902M5003_015,8, お友達とランチに行ったりしますか？
1902M7001_022,13, お友達とランチに行ったりしますか？
1902M7002_019,12, お友達とランチに行ったりしますか？
1902F2002_018,11, どんなところに行きますか？和食ですか洋食ですか？
1902F3002_018,11, どんなところに行きますか？和食ですか洋食ですか？
1902F7002_019,12, どんなところに行きますか？和食ですか洋食ですか？
1902F7003_017,9, どんなところに行きますか？和食ですか洋食ですか？
1902M5002_017,9, どんなところに行きますか？和食ですか洋食ですか？
1902M5003_017,10, どんなところに行きますか？和食ですか洋食ですか？
1902M7001_023,14, どんなところに行きますか？和食ですか洋食ですか？
1902F2002_027,1, 最近映画は見ましたか？
1902F3002_044,1, 最近映画は見ましたか？
1902F2002_036,1, 見たことのあるものの中で一番好きなものはなんですか？
1902F4006_027,2, 見たことのあるものの中で一番好きなものはなんですか？
1902F2002_038,4, どういったところが好きなんですか？
1902F4006_030,6, どういったところが好きなんですか？
1902M4003_029,5, どういったところが好きなんですか？
1902F2002_043,1, 最近本は読みましたか？
1902F4004_026,2, 最近本は読みましたか？
1902F4010_041,1, 最近本は読みましたか？
1902M2001_047,8, 最近本は読みましたか？
1902M3001_043,1, 最近本は読みましたか？
1902M7001_032,2, 最近本は読みましたか？
1902F2002_044,2, 本はよく読む方ですか？
1902F4004_025,1, 本はよく読む方ですか？
1902F4008_034,1, 本はよく読む方ですか？
1902F7003_040,1, 本はよく読む方ですか？
1902M3001_044,2, 本はよく読む方ですか？
1902M5002_050,1, 本はよく読む方ですか？
1902M7001_031,1, 本はよく読む方ですか？
1902F2002_045,3, あまり読まないんですね。では今までに読んだ中で一番好きな本はありますか？
1902M2001_048,9, あまり読まないんですね。では今までに読んだ中で一番好きな本はありますか？
1902F2002_052,2, 邦楽が好きなんですか。おすすめの歌手やきょくってありますか？
1902F4006_045,2, 邦楽が好きなんですか。おすすめの歌手やきょくってありますか？
1902F4007_040,2, 邦楽が好きなんですか。おすすめの歌手やきょくってありますか？
1902F4009_049,2, 邦楽が好きなんですか。おすすめの歌手やきょくってありますか？
1902F4010_052,2, 邦楽が好きなんですか。おすすめの歌手やきょくってありますか？
1902F4011_043,2, 邦楽が好きなんですか。おすすめの歌手やきょくってありますか？
1902F7001_040,2, 邦楽が好きなんですか。おすすめの歌手やきょくってありますか？
1902M5003_040,2, 邦楽が好きなんですか。おすすめの歌手やきょくってありますか？
1902F2002_055,5, おすすめの曲はありますか？
1902F3002_040,4, おすすめの曲はありますか？
1902F4002_023,3, おすすめの曲はありますか？
1902F4003_037,5, おすすめの曲はありますか？
1902F4009_051,4, おすすめの曲はありますか？
1902F6001_063,7, おすすめの曲はありますか？
1902F7001_043,5, おすすめの曲はありますか？
1902F2002_056,6, カラオケで歌ったりするのですか？
1902F4006_049,6, カラオケで歌ったりするのですか？
1902F6001_062,6, カラオケで歌ったりするのですか？
1902F2002_058,8, カラオケに行くときはお友達と行きますか？
1902F7003_056,3, カラオケに行くときはお友達と行きますか？
1902M5002_062,7, カラオケに行くときはお友達と行きますか？
1902M7002_040,7, カラオケに行くときはお友達と行きますか？
1902F2002_062,12, コンサートとかには行きますか？
1902F6002_046,9, コンサートとかには行きますか？
1902F7002_061,6, コンサートとかには行きますか？
1902F7002_062,7, コンサートとかには行きますか？
1902M4003_050,8, コンサートとかには行きますか？
1902M5002_064,9, コンサートとかには行きますか？
1902F2002_076,8, 使い心地はどうですか？
1902F3001_045,9, 使い心地はどうですか？
1902F4001_047,3, 使い心地はどうですか？
1902F4002_051,9, 使い心地はどうですか？
1902F4003_045,6, 使い心地はどうですか？
1902M3001_061,8, 使い心地はどうですか？
1902M4003_056,3, 使い心地はどうですか？
1902M5001_037,4, 使い心地はどうですか？
1902M5002_080,11, 使い心地はどうですか？
1902M5003_072,5, 使い心地はどうですか？
1902F2002_091,10, ほかには何か面白いことはありましたか？
1902F3002_064,8, ほかには何か面白いことはありましたか？
1902F4004_065,4, ほかには何か面白いことはありましたか？
1902F4004_068,7, ほかには何か面白いことはありましたか？
1902F4005_069,5, ほかには何か面白いことはありましたか？
1902F4006_096,8, ほかには何か面白いことはありましたか？
1902F4007_055,8, ほかには何か面白いことはありましたか？
1902F4009_086,7, ほかには何か面白いことはありましたか？
1902F4010_078,7, ほかには何か面白いことはありましたか？
1902F6001_054,9, ほかには何か面白いことはありましたか？
1902F6002_057,6, ほかには何か面白いことはありましたか？
1902F7002_076,7, ほかには何か面白いことはありましたか？
1902M4001_066,12, ほかには何か面白いことはありましたか？
1902M4003_068,6, ほかには何か面白いことはありましたか？
1902M7001_083,10, ほかには何か面白いことはありましたか？
1902M7002_074,10, ほかには何か面白いことはありましたか？
1902F2002_097,3, 人工知能を搭載した、ルンバのような家電を使ったことはありますか？
1902F3002_027,5, 人工知能を搭載した、ルンバのような家電を使ったことはありますか？
1902F4006_111,3, 人工知能を搭載した、ルンバのような家電を使ったことはありますか？
1902F4007_036,18, 人工知能を搭載した、ルンバのような家電を使ったことはありますか？
1902F4008_080,3, 人工知能を搭載した、ルンバのような家電を使ったことはありますか？
1902F4009_104,3, 人工知能を搭載した、ルンバのような家電を使ったことはありますか？
1902F4011_039,14, 人工知能を搭載した、ルンバのような家電を使ったことはありますか？
1902F6001_084,4, 人工知能を搭載した、ルンバのような家電を使ったことはありますか？
1902F6002_022,4, 人工知能を搭載した、ルンバのような家電を使ったことはありますか？
1902F7001_069,3, 人工知能を搭載した、ルンバのような家電を使ったことはありますか？
1902F2002_098,4, 人工知能を搭載した、アイボのようなロボットに興味はありますか？
1902M7002_080,3, 人工知能を搭載した、アイボのようなロボットに興味はありますか？
1902F3001_020,1, ゲームはよくする方なんですか？
1902F4002_031,1, ゲームはよくする方なんですか？
1902F4009_029,7, ゲームはよくする方なんですか？
1902M3001_031,1, ゲームはよくする方なんですか？
1902M4002_022,1, ゲームはよくする方なんですか？
1902F3001_021,2, では、やったことのあるゲームの中で、もう一度やりたいものはありますか？
1902F4009_032,10, では、やったことのあるゲームの中で、もう一度やりたいものはありますか？
1902M3001_035,5, では、やったことのあるゲームの中で、もう一度やりたいものはありますか？
1902F3001_023,4, 代表的なものにスプラトゥーンやカービィ、マリオのゲームなどありますが、遊んだことはありますか？
1902F4005_032,7, 代表的なものにスプラトゥーンやカービィ、マリオのゲームなどありますが、遊んだことはありますか？
1902F4009_036,14, 代表的なものにスプラトゥーンやカービィ、マリオのゲームなどありますが、遊んだことはありますか？
1902M3001_040,10, 代表的なものにスプラトゥーンやカービィ、マリオのゲームなどありますが、遊んだことはありますか？
1902M4002_030,9, 代表的なものにスプラトゥーンやカービィ、マリオのゲームなどありますが、遊んだことはありますか？
1902M4003_039,5, 代表的なものにスプラトゥーンやカービィ、マリオのゲームなどありますが、遊んだことはありますか？
1902F3001_027,1, 最近音楽は聞きましたか？
1902F4002_021,1, 最近音楽は聞きましたか？
1902F4003_033,1, 最近音楽は聞きましたか？
1902M5001_027,1, 最近音楽は聞きましたか？
1902M7001_044,6, 最近音楽は聞きましたか？
1902M7001_045,7, 最近音楽は聞きましたか？
1902F3001_055,7, 最近、学校にはいきましたか？
1902F4003_059,9, 最近、学校にはいきましたか？
1902M5001_042,2, 最近、学校にはいきましたか？
1902F3001_056,8, 最近、お子さんの学校のピーティーエーはたいへんと聞きますが、参加されたことはありますか？
1902F4003_060,10, 最近、お子さんの学校のピーティーエーはたいへんと聞きますが、参加されたことはありますか？
1902F4007_060,1, 最近、お子さんの学校のピーティーエーはたいへんと聞きますが、参加されたことはありますか？
1902F4009_095,4, 最近、お子さんの学校のピーティーエーはたいへんと聞きますが、参加されたことはありますか？
1902F6002_071,7, 最近、お子さんの学校のピーティーエーはたいへんと聞きますが、参加されたことはありますか？
1902M5001_043,3, 最近、お子さんの学校のピーティーエーはたいへんと聞きますが、参加されたことはありますか？
1902F3002_025,3, 家事はひとりでぜんぶしますか？家族は協力してくれたりしますか？
1902F4007_034,16, 家事はひとりでぜんぶしますか？家族は協力してくれたりしますか？
1902F4011_036,11, 家事はひとりでぜんぶしますか？家族は協力してくれたりしますか？
1902F6002_020,2, 家事はひとりでぜんぶしますか？家族は協力してくれたりしますか？
1902F3002_028,6, グーグルホームのようなスピーカーを使って、家事を効率化させたいとは思いますか？
1902F4006_112,4, グーグルホームのようなスピーカーを使って、家事を効率化させたいとは思いますか？
1902F4008_081,4, グーグルホームのようなスピーカーを使って、家事を効率化させたいとは思いますか？
1902F4009_105,4, グーグルホームのようなスピーカーを使って、家事を効率化させたいとは思いますか？
1902F6002_023,5, グーグルホームのようなスピーカーを使って、家事を効率化させたいとは思いますか？
1902F7001_071,5, グーグルホームのようなスピーカーを使って、家事を効率化させたいとは思いますか？
1902M7002_082,5, グーグルホームのようなスピーカーを使って、家事を効率化させたいとは思いますか？
1902F3002_032,1, さいきんドラマは見ましたか？
1902F4002_037,1, さいきんドラマは見ましたか？
1902F4004_033,1, さいきんドラマは見ましたか？
1902F4006_035,1, さいきんドラマは見ましたか？
1902F4008_025,3, さいきんドラマは見ましたか？
1902F4009_040,1, さいきんドラマは見ましたか？
1902F4011_026,1, さいきんドラマは見ましたか？
1902F6001_040,1, さいきんドラマは見ましたか？
1902F7001_051,1, さいきんドラマは見ましたか？
1902F7001_052,2, さいきんドラマは見ましたか？
1902F7002_048,1, さいきんドラマは見ましたか？
1902F7003_038,1, さいきんドラマは見ましたか？
1902M7002_026,1, さいきんドラマは見ましたか？
1902F4001_014,5, 私の知りあいの人はおつまみが好きで、さきいかにマヨネーズと七味をつけて食べるのが好きだそうです。おつまみは食べますか？
1902F4003_013,5, 私の知りあいの人はおつまみが好きで、さきいかにマヨネーズと七味をつけて食べるのが好きだそうです。おつまみは食べますか？
1902F4006_017,8, 私の知りあいの人はおつまみが好きで、さきいかにマヨネーズと七味をつけて食べるのが好きだそうです。おつまみは食べますか？
1902F4008_019,10, 私の知りあいの人はおつまみが好きで、さきいかにマヨネーズと七味をつけて食べるのが好きだそうです。おつまみは食べますか？
1902F6001_021,12, 私の知りあいの人はおつまみが好きで、さきいかにマヨネーズと七味をつけて食べるのが好きだそうです。おつまみは食べますか？
1902F7001_017,9, 私の知りあいの人はおつまみが好きで、さきいかにマヨネーズと七味をつけて食べるのが好きだそうです。おつまみは食べますか？
1902M2001_020,12, 私の知りあいの人はおつまみが好きで、さきいかにマヨネーズと七味をつけて食べるのが好きだそうです。おつまみは食べますか？
1902M4002_013,4, 私の知りあいの人はおつまみが好きで、さきいかにマヨネーズと七味をつけて食べるのが好きだそうです。おつまみは食べますか？
1902M5002_014,6, 私の知りあいの人はおつまみが好きで、さきいかにマヨネーズと七味をつけて食べるのが好きだそうです。おつまみは食べますか？
1902M7001_020,11, 私の知りあいの人はおつまみが好きで、さきいかにマヨネーズと七味をつけて食べるのが好きだそうです。おつまみは食べますか？
1902F4001_039,4, 健康のため、とか、リフレッシュするため、とかですか？
1902F4003_022,4, 健康のため、とか、リフレッシュするため、とかですか？
1902F4005_036,11, 健康のため、とか、リフレッシュするため、とかですか？
1902F4006_063,3, 健康のため、とか、リフレッシュするため、とかですか？
1902F4009_060,3, 健康のため、とか、リフレッシュするため、とかですか？
1902F4010_026,4, 健康のため、とか、リフレッシュするため、とかですか？
1902F6001_028,4, 健康のため、とか、リフレッシュするため、とかですか？
1902F6002_027,9, 健康のため、とか、リフレッシュするため、とかですか？
1902F7001_026,7, 健康のため、とか、リフレッシュするため、とかですか？
1902F7002_025,4, 健康のため、とか、リフレッシュするため、とかですか？
1902F7003_026,4, 健康のため、とか、リフレッシュするため、とかですか？
1902M4002_047,3, 健康のため、とか、リフレッシュするため、とかですか？
1902M5002_027,4, 健康のため、とか、リフレッシュするため、とかですか？
1902M5003_056,18, 健康のため、とか、リフレッシュするため、とかですか？
1902M7001_062,2, 健康のため、とか、リフレッシュするため、とかですか？
1902M7002_047,5, 健康のため、とか、リフレッシュするため、とかですか？
1902F4001_061,2, 旅行にはよく行かれますか？
1902F4002_056,1, 旅行にはよく行かれますか？
1902F4003_066,1, 旅行にはよく行かれますか？
1902M5003_075,1, 旅行にはよく行かれますか？
1902F4002_032,2, 最近ハマっているゲームはありますか？
1902F4005_026,1, 最近ハマっているゲームはありますか？
1902M3001_032,2, 最近ハマっているゲームはありますか？
1902M4002_023,2, 最近ハマっているゲームはありますか？
1902M4003_035,2, 最近ハマっているゲームはありますか？
1902F4002_038,2, ドラマはよく見る方ですか？
1902F4004_034,2, ドラマはよく見る方ですか？
1902F4006_036,2, ドラマはよく見る方ですか？
1902F4009_041,2, ドラマはよく見る方ですか？
1902M5003_024,3, ドラマはよく見る方ですか？
1902F4002_063,8, 「温泉」などリフレッシュするためにいきますか？
1902F4003_070,5, 「温泉」などリフレッシュするためにいきますか？
1902F4006_091,3, 「温泉」などリフレッシュするためにいきますか？
1902F4008_057,3, 「温泉」などリフレッシュするためにいきますか？
1902F4010_081,10, 「温泉」などリフレッシュするためにいきますか？
1902F4011_070,3, 「温泉」などリフレッシュするためにいきますか？
1902F6001_048,3, 「温泉」などリフレッシュするためにいきますか？
1902F6002_061,10, 「温泉」などリフレッシュするためにいきますか？
1902F7001_063,6, 「温泉」などリフレッシュするためにいきますか？
1902F7001_064,7, 「温泉」などリフレッシュするためにいきますか？
1902F7003_046,2, 「温泉」などリフレッシュするためにいきますか？
1902M4003_072,10, 「温泉」などリフレッシュするためにいきますか？
1902M5002_091,8, 「温泉」などリフレッシュするためにいきますか？
1902M7001_076,3, 「温泉」などリフレッシュするためにいきますか？
1902M7002_067,3, 「温泉」などリフレッシュするためにいきますか？
1902F4004_043,2, おすすめの映画ってありますか？
1902M4002_035,2, おすすめの映画ってありますか？
1902M5002_043,3, おすすめの映画ってありますか？
1902F4005_027,2, いつもはどんなジャンルのゲームをするんですか？
1902F4009_031,9, いつもはどんなジャンルのゲームをするんですか？
1902M3001_033,3, いつもはどんなジャンルのゲームをするんですか？
1902M4002_026,5, いつもはどんなジャンルのゲームをするんですか？
1902F4005_038,13, 見るのが好きなんですね．最近はどこで見たんですか？
1902F4005_046,21, お子さんとはよく公園で遊びますか？
1902F4009_024,2, お子さんとはよく公園で遊びますか？
1902F4005_080,1, 学生時代、たいへんだった体験はありますか？
1902F4006_100,1, 学生時代、たいへんだった体験はありますか？
1902F4010_089,4, 学生時代、たいへんだった体験はありますか？
1902F6001_074,1, 学生時代、たいへんだった体験はありますか？
1902M4001_046,2, 学生時代、たいへんだった体験はありますか？
1902F4006_026,1, おすすめのアニメってありますか？
1902F4006_032,8, おすすめの漫画ってありますか？
1902M4003_026,1, おすすめの漫画ってありますか？
1902F4006_102,3, ほかには、ありますか？
1902M4001_050,6, ほかには、ありますか？
1902F4008_041,3, 邦画が好きなんですか，おすすめの邦画ってありますか？
1902M4001_037,17, 邦画が好きなんですか，おすすめの邦画ってありますか？
1902M5003_032,2, 邦画が好きなんですか，おすすめの邦画ってありますか？
1902F4009_026,4, 何をして遊ぶことが多いですか？
1902F4009_030,8, 携帯ゲームかテレビゲームならどちらをしますか？
1902M4003_034,1, 携帯ゲームかテレビゲームならどちらをしますか？
1902F4010_042,2, よく読むんですか。いいですね。おすすめの作者や本はありますか？
1902F7003_041,2, よく読むんですか。いいですね。おすすめの作者や本はありますか？
1902M5002_051,2, よく読むんですか。いいですね。おすすめの作者や本はありますか？
1902F4010_046,6, 一番好きなシーンなどはありますか？
1902F4011_031,6, 健康番組、とかトーク番組とか見られますか？
1902F7002_052,5, 健康番組、とかトーク番組とか見られますか？
1902M7002_027,2, 健康番組、とかトーク番組とか見られますか？
1902M7002_028,3, 健康番組、とかトーク番組とか見られますか？
1902F4011_049,8, おすすめの歌手やきょくってありますか？
1902M4003_049,7, おすすめの歌手やきょくってありますか？
1902M5003_050,12, おすすめの歌手やきょくってありますか？
1902F6001_027,3, どんなスポーツをされましたか？
1902F6001_041,2, あまり見ないんですね。では、今までに見た中で一番好きなドラマはありますか？
1902F7001_053,3, あまり見ないんですね。では、今までに見た中で一番好きなドラマはありますか？
1902F6002_034,16, 競技はなにをご覧になりますか？
1902F7002_036,15, 競技はなにをご覧になりますか？
1902F7003_034,12, 競技はなにをご覧になりますか？
1902M4003_087,9, 競技はなにをご覧になりますか？
1902M5002_034,11, 競技はなにをご覧になりますか？
1902M5003_061,23, 競技はなにをご覧になりますか？
1902M7002_057,15, 競技はなにをご覧になりますか？
1902F6002_035,17, そうですか。テレビでの観戦はなされるんですか？
1902M4003_086,8, そうですか。テレビでの観戦はなされるんですか？
1902M5003_064,26, そうですか。テレビでの観戦はなされるんですか？
1902M7002_056,14, そうですか。テレビでの観戦はなされるんですか？
1902F6002_039,2, クラシックが好きなんですか。おすすめの作曲者やきょくってありますか？
1902M7001_047,9, クラシックが好きなんですか。おすすめの作曲者やきょくってありますか？
1902M2001_041,1, 最近アニメや漫画をよく見ますか？
1902M3001_025,7, では，最近どんな映画を見られたんですか？
1902M5002_046,6, では，最近どんな映画を見られたんですか？
1902M5003_035,6, では，最近どんな映画を見られたんですか？
1902M4002_025,4, 好きなゲームやおすすめのゲームってありますか？
1902M5002_026,3, スポーツはよくするんですか？
1902M5003_025,4, では，おすすめのドラマは何ですか？よろしければ教えてください。
